# SOURCE: Computed from weather data using simplified PV model
# DATE: 2026-02-06
# DESCRIPTION: Normalized daily PV power output per kW of installed capacity for three agri-PV density variants (low/medium/high ground coverage)
# UNITS: date=YYYY-MM-DD, density_variant=text, kwh_per_kw_per_day=kWh/kW/day, capacity_factor=dimensionless(0-1)
# LOGIC: PV output = solar_irradiance * tilt_factor(1.05) * temp_factor * (1-system_losses). Temp factor uses cell temp model: T_cell = T_avg + 25C + density_adjustment. Temperature coefficient = -0.4%/C from 25C reference. System losses = 15%.
# DEPENDENCIES: data/precomputed/weather/daily_weather_scenario_001-toy.csv
# ASSUMPTIONS: Fixed-tilt 28deg south-facing panels. Module efficiency ~19%. High density panels run 2C cooler (shading effect), low density run 2C hotter. All panels receive full irradiance (panels above crops, not shaded by each other). Tilt factor approximate; full pvlib model would be more accurate.
weather_scenario_id,date,density_variant,kwh_per_kw_per_day,capacity_factor
001,2011-03-27,high,4.6385,0.1933
001,2011-03-28,low,4.5953,0.1915
001,2011-03-28,medium,4.6366,0.1932
001,2011-03-28,high,4.6779,0.1949
001,2011-03-29,low,4.4961,0.1873
001,2011-03-29,medium,4.5364,0.189
001,2011-03-29,high,4.5766,0.1907
001,2011-03-30,low,4.6555,0.194
001,2011-03-30,medium,4.697,0.1957
001,2011-03-30,high,4.7384,0.1974
001,2011-03-31,low,4.5373,0.1891
001,2011-03-31,medium,4.5773,0.1907
001,2011-03-31,high,4.6174,0.1924
001,2011-04-01,low,4.7206,0.1967
001,2011-04-01,medium,4.7625,0.1984
001,2011-04-01,high,4.8043,0.2002
001,2011-04-02,low,4.932,0.2055
001,2011-04-02,medium,4.9752,0.2073
001,2011-04-02,high,5.0184,0.2091
001,2011-04-03,low,5.0097,0.2087
001,2011-04-03,medium,5.0539,0.2106
001,2011-04-03,high,5.0981,0.2124
001,2011-04-04,low,4.8045,0.2002
001,2011-04-04,medium,4.8479,0.202
001,2011-04-04,high,4.8914,0.2038
001,2011-04-05,low,4.686,0.1953
001,2011-04-05,medium,4.7287,0.197
001,2011-04-05,high,4.7714,0.1988
001,2011-04-06,low,5.0872,0.212
001,2011-04-06,medium,5.1327,0.2139
001,2011-04-06,high,5.1783,0.2158
001,2011-04-07,low,4.6612,0.1942
001,2011-04-07,medium,4.7034,0.196
001,2011-04-07,high,4.7455,0.1977
001,2011-04-08,low,4.6855,0.1952
001,2011-04-08,medium,4.7276,0.197
001,2011-04-08,high,4.7697,0.1987
001,2011-04-09,low,4.2692,0.1779
001,2011-04-09,medium,4.3087,0.1795
001,2011-04-09,high,4.3482,0.1812
001,2011-04-10,low,4.7836,0.1993
001,2011-04-10,medium,4.827,0.2011
001,2011-04-10,high,4.8703,0.2029
001,2011-04-11,low,4.8735,0.2031
001,2011-04-11,medium,4.9175,0.2049
001,2011-04-11,high,4.9616,0.2067
001,2011-04-12,low,5.0502,0.2104
001,2011-04-12,medium,5.0951,0.2123
001,2011-04-12,high,5.14,0.2142
001,2011-04-13,low,4.8268,0.2011
001,2011-04-13,medium,4.87,0.2029
001,2011-04-13,high,4.9131,0.2047
001,2011-04-14,low,5.2237,0.2177
001,2011-04-14,medium,5.2708,0.2196
001,2011-04-14,high,5.3179,0.2216
001,2011-04-15,low,5.0492,0.2104
001,2011-04-15,medium,5.0942,0.2123
001,2011-04-15,high,5.1392,0.2141
001,2011-04-16,low,4.7107,0.1963
001,2011-04-16,medium,4.7529,0.198
001,2011-04-16,high,4.795,0.1998
001,2011-04-17,low,4.9644,0.2068
001,2011-04-17,medium,5.0089,0.2087
001,2011-04-17,high,5.0535,0.2106
001,2011-04-18,low,4.92,0.205
001,2011-04-18,medium,4.9641,0.2068
001,2011-04-18,high,5.0082,0.2087
001,2011-04-19,low,5.0211,0.2092
001,2011-04-19,medium,5.0674,0.2111
001,2011-04-19,high,5.1137,0.2131
001,2011-04-20,low,4.8831,0.2035
001,2011-04-20,medium,4.9276,0.2053
001,2011-04-20,high,4.9722,0.2072
001,2011-04-21,low,4.8089,0.2004
001,2011-04-21,medium,4.8523,0.2022
001,2011-04-21,high,4.8957,0.204
001,2011-04-22,low,4.9094,0.2046
001,2011-04-22,medium,4.9546,0.2064
001,2011-04-22,high,4.9998,0.2083
001,2011-04-23,low,4.876,0.2032
001,2011-04-23,medium,4.9202,0.205
001,2011-04-23,high,4.9644,0.2068
001,2011-04-24,low,4.7362,0.1973
001,2011-04-24,medium,4.7789,0.1991
001,2011-04-24,high,4.8216,0.2009
001,2011-04-25,low,4.8328,0.2014
001,2011-04-25,medium,4.8769,0.2032
001,2011-04-25,high,4.9211,0.205
001,2011-04-26,low,4.9948,0.2081
001,2011-04-26,medium,5.0404,0.21
001,2011-04-26,high,5.086,0.2119
001,2011-04-27,low,4.994,0.2081
001,2011-04-27,medium,5.0388,0.21
001,2011-04-27,high,5.0836,0.2118
001,2011-04-28,low,5.1883,0.2162
001,2011-04-28,medium,5.2356,0.2182
001,2011-04-28,high,5.2829,0.2201
001,2011-04-29,low,4.8881,0.2037
001,2011-04-29,medium,4.9323,0.2055
001,2011-04-29,high,4.9765,0.2074
001,2011-04-30,low,5.0009,0.2084
001,2011-04-30,medium,5.0459,0.2102
001,2011-04-30,high,5.0908,0.2121
001,2011-05-01,low,4.8818,0.2034
001,2011-05-01,medium,4.9267,0.2053
001,2011-05-01,high,4.9716,0.2072
001,2011-05-02,low,5.0304,0.2096
001,2011-05-02,medium,5.0769,0.2115
001,2011-05-02,high,5.1234,0.2135
001,2011-05-03,low,5.3074,0.2211
001,2011-05-03,medium,5.3554,0.2231
001,2011-05-03,high,5.4035,0.2251
001,2011-05-04,low,5.0417,0.2101
001,2011-05-04,medium,5.0882,0.212
001,2011-05-04,high,5.1348,0.2139
001,2011-05-05,low,5.1074,0.2128
001,2011-05-05,medium,5.1538,0.2147
001,2011-05-05,high,5.2002,0.2167
001,2011-05-06,low,5.2701,0.2196
001,2011-05-06,medium,5.3183,0.2216
001,2011-05-06,high,5.3665,0.2236
001,2011-05-07,low,5.4618,0.2276
001,2011-05-07,medium,5.5114,0.2296
001,2011-05-07,high,5.5609,0.2317
001,2011-05-08,low,5.2455,0.2186
001,2011-05-08,medium,5.2929,0.2205
001,2011-05-08,high,5.3404,0.2225
001,2011-05-09,low,4.9198,0.205
001,2011-05-09,medium,4.9649,0.2069
001,2011-05-09,high,5.0099,0.2087
001,2011-05-10,low,5.0522,0.2105
001,2011-05-10,medium,5.0982,0.2124
001,2011-05-10,high,5.1442,0.2143
001,2011-05-11,low,5.2299,0.2179
001,2011-05-11,medium,5.2779,0.2199
001,2011-05-11,high,5.3259,0.2219
001,2011-05-12,low,5.2185,0.2174
001,2011-05-12,medium,5.2664,0.2194
001,2011-05-12,high,5.3144,0.2214
001,2011-05-13,low,4.9632,0.2068
001,2011-05-13,medium,5.0087,0.2087
001,2011-05-13,high,5.0542,0.2106
001,2011-05-14,low,5.3202,0.2217
001,2011-05-14,medium,5.3684,0.2237
001,2011-05-14,high,5.4167,0.2257
001,2011-05-15,low,5.3043,0.221
001,2011-05-15,medium,5.3529,0.223
001,2011-05-15,high,5.4014,0.2251
001,2011-05-16,low,5.0303,0.2096
001,2011-05-16,medium,5.077,0.2115
001,2011-05-16,high,5.1237,0.2135
001,2011-05-17,low,5.3757,0.224
001,2011-05-17,medium,5.4254,0.2261
001,2011-05-17,high,5.4751,0.2281
001,2011-05-18,low,5.2797,0.22
001,2011-05-18,medium,5.328,0.222
001,2011-05-18,high,5.3764,0.224
001,2011-05-19,low,5.3221,0.2218
001,2011-05-19,medium,5.3709,0.2238
001,2011-05-19,high,5.4198,0.2258
001,2011-05-20,low,5.1562,0.2148
001,2011-05-20,medium,5.2042,0.2168
001,2011-05-20,high,5.2521,0.2188
001,2011-05-21,low,5.5357,0.2307
001,2011-05-21,medium,5.5857,0.2327
001,2011-05-21,high,5.6358,0.2348
001,2011-05-22,low,5.4902,0.2288
001,2011-05-22,medium,5.5409,0.2309
001,2011-05-22,high,5.5915,0.233
001,2011-05-23,low,5.3367,0.2224
001,2011-05-23,medium,5.3856,0.2244
001,2011-05-23,high,5.4344,0.2264
001,2011-05-24,low,5.4183,0.2258
001,2011-05-24,medium,5.4684,0.2278
001,2011-05-24,high,5.5185,0.2299
001,2011-05-25,low,5.2329,0.218
001,2011-05-25,medium,5.2808,0.22
001,2011-05-25,high,5.3287,0.222
001,2011-05-26,low,5.3927,0.2247
001,2011-05-26,medium,5.4417,0.2267
001,2011-05-26,high,5.4907,0.2288
001,2011-05-27,low,5.284,0.2202
001,2011-05-27,medium,5.3322,0.2222
001,2011-05-27,high,5.3805,0.2242
001,2011-05-28,low,5.2972,0.2207
001,2011-05-28,medium,5.3462,0.2228
001,2011-05-28,high,5.3952,0.2248
001,2011-05-29,low,5.2451,0.2185
001,2011-05-29,medium,5.2935,0.2206
001,2011-05-29,high,5.342,0.2226
001,2011-05-30,low,5.3119,0.2213
001,2011-05-30,medium,5.3609,0.2234
001,2011-05-30,high,5.4099,0.2254
001,2011-05-31,low,5.3625,0.2234
001,2011-05-31,medium,5.4123,0.2255
001,2011-05-31,high,5.4622,0.2276
001,2011-06-01,low,5.2641,0.2193
001,2011-06-01,medium,5.3122,0.2213
001,2011-06-01,high,5.3602,0.2233
001,2011-06-02,low,5.2149,0.2173
001,2011-06-02,medium,5.2633,0.2193
001,2011-06-02,high,5.3117,0.2213
001,2011-06-03,low,5.3585,0.2233
001,2011-06-03,medium,5.4077,0.2253
001,2011-06-03,high,5.4569,0.2274
001,2011-06-04,low,5.403,0.2251
001,2011-06-04,medium,5.4531,0.2272
001,2011-06-04,high,5.5032,0.2293
001,2011-06-05,low,5.4701,0.2279
001,2011-06-05,medium,5.521,0.23
001,2011-06-05,high,5.5719,0.2322
001,2011-06-06,low,5.3679,0.2237
001,2011-06-06,medium,5.4172,0.2257
001,2011-06-06,high,5.4666,0.2278
001,2011-06-07,low,5.3171,0.2215
001,2011-06-07,medium,5.3667,0.2236
001,2011-06-07,high,5.4164,0.2257
001,2011-06-08,low,5.2596,0.2191
001,2011-06-08,medium,5.309,0.2212
001,2011-06-08,high,5.3584,0.2233
001,2011-06-09,low,5.3346,0.2223
001,2011-06-09,medium,5.3839,0.2243
001,2011-06-09,high,5.4333,0.2264
001,2011-06-10,low,5.3028,0.2209
001,2011-06-10,medium,5.3527,0.223
001,2011-06-10,high,5.4026,0.2251
001,2011-06-11,low,5.3649,0.2235
001,2011-06-11,medium,5.4144,0.2256
001,2011-06-11,high,5.4639,0.2277
001,2011-06-12,low,5.3773,0.2241
001,2011-06-12,medium,5.4277,0.2262
001,2011-06-12,high,5.4781,0.2283
001,2011-06-13,low,5.2229,0.2176
001,2011-06-13,medium,5.2727,0.2197
001,2011-06-13,high,5.3225,0.2218
001,2011-06-14,low,5.5295,0.2304
001,2011-06-14,medium,5.5799,0.2325
001,2011-06-14,high,5.6302,0.2346
001,2011-06-15,low,5.4826,0.2284
001,2011-06-15,medium,5.5333,0.2306
001,2011-06-15,high,5.5839,0.2327
001,2011-06-16,low,5.3811,0.2242
001,2011-06-16,medium,5.4316,0.2263
001,2011-06-16,high,5.4821,0.2284
001,2011-06-17,low,5.2843,0.2202
001,2011-06-17,medium,5.3337,0.2222
001,2011-06-17,high,5.3831,0.2243
001,2011-06-18,low,5.3948,0.2248
001,2011-06-18,medium,5.445,0.2269
001,2011-06-18,high,5.4953,0.229
001,2011-06-19,low,5.4745,0.2281
001,2011-06-19,medium,5.525,0.2302
001,2011-06-19,high,5.5755,0.2323
001,2011-06-20,low,5.3425,0.2226
001,2011-06-20,medium,5.3924,0.2247
001,2011-06-20,high,5.4422,0.2268
001,2011-06-21,low,5.5033,0.2293
001,2011-06-21,medium,5.5543,0.2314
001,2011-06-21,high,5.6054,0.2336
001,2011-06-22,low,5.2903,0.2204
001,2011-06-22,medium,5.3402,0.2225
001,2011-06-22,high,5.3901,0.2246
001,2011-06-23,low,5.2873,0.2203
001,2011-06-23,medium,5.337,0.2224
001,2011-06-23,high,5.3866,0.2244
001,2011-06-24,low,5.2983,0.2208
001,2011-06-24,medium,5.3479,0.2228
001,2011-06-24,high,5.3974,0.2249
001,2011-06-25,low,5.4147,0.2256
001,2011-06-25,medium,5.4649,0.2277
001,2011-06-25,high,5.5151,0.2298
001,2011-06-26,low,5.4203,0.2258
001,2011-06-26,medium,5.4707,0.2279
001,2011-06-26,high,5.5212,0.2301
001,2011-06-27,low,5.3237,0.2218
001,2011-06-27,medium,5.3735,0.2239
001,2011-06-27,high,5.4232,0.226
001,2011-06-28,low,5.4293,0.2262
001,2011-06-28,medium,5.48,0.2283
001,2011-06-28,high,5.5307,0.2304
001,2011-06-29,low,5.4904,0.2288
001,2011-06-29,medium,5.5418,0.2309
001,2011-06-29,high,5.5931,0.233
001,2011-06-30,low,5.232,0.218
001,2011-06-30,medium,5.2813,0.2201
001,2011-06-30,high,5.3306,0.2221
001,2011-07-01,low,5.2527,0.2189
001,2011-07-01,medium,5.303,0.221
001,2011-07-01,high,5.3533,0.2231
001,2011-07-02,low,5.3595,0.2233
001,2011-07-02,medium,5.4103,0.2254
001,2011-07-02,high,5.4611,0.2275
001,2011-07-03,low,5.2421,0.2184
001,2011-07-03,medium,5.2914,0.2205
001,2011-07-03,high,5.3408,0.2225
001,2011-07-04,low,5.1534,0.2147
001,2011-07-04,medium,5.2021,0.2168
001,2011-07-04,high,5.2509,0.2188
001,2011-07-05,low,5.3682,0.2237
001,2011-07-05,medium,5.4183,0.2258
001,2011-07-05,high,5.4684,0.2278
001,2011-07-06,low,5.4428,0.2268
001,2011-07-06,medium,5.4928,0.2289
001,2011-07-06,high,5.5428,0.2309
001,2011-07-07,low,5.2829,0.2201
001,2011-07-07,medium,5.3319,0.2222
001,2011-07-07,high,5.381,0.2242
001,2011-07-08,low,5.3966,0.2249
001,2011-07-08,medium,5.4466,0.2269
001,2011-07-08,high,5.4966,0.229
001,2011-07-09,low,5.3498,0.2229
001,2011-07-09,medium,5.3996,0.225
001,2011-07-09,high,5.4494,0.2271
001,2011-07-10,low,5.2702,0.2196
001,2011-07-10,medium,5.3195,0.2216
001,2011-07-10,high,5.3688,0.2237
001,2011-07-11,low,5.2067,0.2169
001,2011-07-11,medium,5.2566,0.219
001,2011-07-11,high,5.3064,0.2211
001,2011-07-12,low,5.1958,0.2165
001,2011-07-12,medium,5.2449,0.2185
001,2011-07-12,high,5.2939,0.2206
001,2011-07-13,low,5.3173,0.2216
001,2011-07-13,medium,5.367,0.2236
001,2011-07-13,high,5.4167,0.2257
001,2011-07-14,low,4.9704,0.2071
001,2011-07-14,medium,5.0175,0.2091
001,2011-07-14,high,5.0647,0.211
001,2011-07-15,low,5.2943,0.2206
001,2011-07-15,medium,5.343,0.2226
001,2011-07-15,high,5.3917,0.2247
001,2011-07-16,low,5.1909,0.2163
001,2011-07-16,medium,5.24,0.2183
001,2011-07-16,high,5.289,0.2204
001,2011-07-17,low,5.0776,0.2116
001,2011-07-17,medium,5.1255,0.2136
001,2011-07-17,high,5.1735,0.2156
001,2011-07-18,low,5.238,0.2182
001,2011-07-18,medium,5.2866,0.2203
001,2011-07-18,high,5.3352,0.2223
001,2011-07-19,low,5.0438,0.2102
001,2011-07-19,medium,5.0921,0.2122
001,2011-07-19,high,5.1404,0.2142
001,2011-07-20,low,5.1653,0.2152
001,2011-07-20,medium,5.214,0.2172
001,2011-07-20,high,5.2627,0.2193
001,2011-07-21,low,5.074,0.2114
001,2011-07-21,medium,5.1214,0.2134
001,2011-07-21,high,5.1688,0.2154
001,2011-07-22,low,4.9973,0.2082
001,2011-07-22,medium,5.0445,0.2102
001,2011-07-22,high,5.0918,0.2122
001,2011-07-23,low,4.948,0.2062
001,2011-07-23,medium,4.9954,0.2081
001,2011-07-23,high,5.0427,0.2101
001,2011-07-24,low,4.9989,0.2083
001,2011-07-24,medium,5.0463,0.2103
001,2011-07-24,high,5.0936,0.2122
001,2011-07-25,low,5.0128,0.2089
001,2011-07-25,medium,5.0599,0.2108
001,2011-07-25,high,5.1071,0.2128
001,2011-07-26,low,5.1536,0.2147
001,2011-07-26,medium,5.2017,0.2167
001,2011-07-26,high,5.2497,0.2187
001,2011-07-27,low,5.3749,0.224
001,2011-07-27,medium,5.4248,0.226
001,2011-07-27,high,5.4746,0.2281
001,2011-07-28,low,5.1436,0.2143
001,2011-07-28,medium,5.1924,0.2163
001,2011-07-28,high,5.2411,0.2184
001,2011-07-29,low,4.9468,0.2061
001,2011-07-29,medium,4.993,0.208
001,2011-07-29,high,5.0391,0.21
001,2011-07-30,low,5.2336,0.2181
001,2011-07-30,medium,5.2825,0.2201
001,2011-07-30,high,5.3315,0.2221
001,2011-07-31,low,5.1657,0.2152
001,2011-07-31,medium,5.214,0.2172
001,2011-07-31,high,5.2622,0.2193
001,2011-08-01,low,5.0593,0.2108
001,2011-08-01,medium,5.1066,0.2128
001,2011-08-01,high,5.1539,0.2147
001,2011-08-02,low,4.9076,0.2045
001,2011-08-02,medium,4.9538,0.2064
001,2011-08-02,high,4.9999,0.2083
001,2011-08-03,low,5.1648,0.2152
001,2011-08-03,medium,5.2137,0.2172
001,2011-08-03,high,5.2626,0.2193
001,2011-08-04,low,4.9074,0.2045
001,2011-08-04,medium,4.9534,0.2064
001,2011-08-04,high,4.9993,0.2083
001,2011-08-05,low,5.0009,0.2084
001,2011-08-05,medium,5.0475,0.2103
001,2011-08-05,high,5.094,0.2123
001,2011-08-06,low,5.2761,0.2198
001,2011-08-06,medium,5.3248,0.2219
001,2011-08-06,high,5.3735,0.2239
001,2011-08-07,low,5.0676,0.2111
001,2011-08-07,medium,5.1146,0.2131
001,2011-08-07,high,5.1617,0.2151
001,2011-08-08,low,5.0752,0.2115
001,2011-08-08,medium,5.1226,0.2134
001,2011-08-08,high,5.17,0.2154
001,2011-08-09,low,4.9055,0.2044
001,2011-08-09,medium,4.9519,0.2063
001,2011-08-09,high,4.9984,0.2083
001,2011-08-10,low,4.9438,0.206
001,2011-08-10,medium,4.9898,0.2079
001,2011-08-10,high,5.0359,0.2098
001,2011-08-11,low,4.9066,0.2044
001,2011-08-11,medium,4.9529,0.2064
001,2011-08-11,high,4.9992,0.2083
001,2011-08-12,low,5.0124,0.2089
001,2011-08-12,medium,5.06,0.2108
001,2011-08-12,high,5.1077,0.2128
001,2011-08-13,low,4.8952,0.204
001,2011-08-13,medium,4.9411,0.2059
001,2011-08-13,high,4.987,0.2078
001,2011-08-14,low,4.902,0.2043
001,2011-08-14,medium,4.9486,0.2062
001,2011-08-14,high,4.9951,0.2081
001,2011-08-15,low,4.738,0.1974
001,2011-08-15,medium,4.7818,0.1992
001,2011-08-15,high,4.8256,0.2011
001,2011-08-16,low,5.0068,0.2086
001,2011-08-16,medium,5.0529,0.2105
001,2011-08-16,high,5.0991,0.2125
001,2011-08-17,low,5.0071,0.2086
001,2011-08-17,medium,5.0528,0.2105
001,2011-08-17,high,5.0985,0.2124
001,2011-08-18,low,4.7837,0.1993
001,2011-08-18,medium,4.8289,0.2012
001,2011-08-18,high,4.8742,0.2031
001,2011-08-19,low,4.9736,0.2072
001,2011-08-19,medium,5.0203,0.2092
001,2011-08-19,high,5.0669,0.2111
001,2011-08-20,low,5.0252,0.2094
001,2011-08-20,medium,5.0721,0.2113
001,2011-08-20,high,5.119,0.2133
001,2011-08-21,low,4.9388,0.2058
001,2011-08-21,medium,4.9849,0.2077
001,2011-08-21,high,5.031,0.2096
001,2011-08-22,low,4.8551,0.2023
001,2011-08-22,medium,4.8998,0.2042
001,2011-08-22,high,4.9445,0.206
001,2011-08-23,low,4.7024,0.1959
001,2011-08-23,medium,4.747,0.1978
001,2011-08-23,high,4.7916,0.1997
001,2011-08-24,low,4.7763,0.199
001,2011-08-24,medium,4.8208,0.2009
001,2011-08-24,high,4.8652,0.2027
001,2011-08-25,low,4.8669,0.2028
001,2011-08-25,medium,4.9123,0.2047
001,2011-08-25,high,4.9577,0.2066
001,2011-08-26,low,4.5354,0.189
001,2011-08-26,medium,4.5777,0.1907
001,2011-08-26,high,4.62,0.1925
001,2011-08-27,low,4.4067,0.1836
001,2011-08-27,medium,4.4478,0.1853
001,2011-08-27,high,4.4889,0.187
001,2011-08-28,low,4.8617,0.2026
001,2011-08-28,medium,4.907,0.2045
001,2011-08-28,high,4.9523,0.2063
001,2011-08-29,low,4.4445,0.1852
001,2011-08-29,medium,4.4853,0.1869
001,2011-08-29,high,4.5262,0.1886
001,2011-08-30,low,4.2772,0.1782
001,2011-08-30,medium,4.317,0.1799
001,2011-08-30,high,4.3568,0.1815
001,2011-08-31,low,4.809,0.2004
001,2011-08-31,medium,4.8544,0.2023
001,2011-08-31,high,4.8998,0.2042
001,2011-09-01,low,4.4693,0.1862
001,2011-09-01,medium,4.5111,0.188
001,2011-09-01,high,4.5528,0.1897
001,2011-09-02,low,4.217,0.1757
001,2011-09-02,medium,4.2567,0.1774
001,2011-09-02,high,4.2964,0.179
001,2011-09-03,low,4.8197,0.2008
001,2011-09-03,medium,4.8639,0.2027
001,2011-09-03,high,4.9082,0.2045
001,2011-09-04,low,4.577,0.1907
001,2011-09-04,medium,4.6191,0.1925
001,2011-09-04,high,4.6612,0.1942
001,2011-09-05,low,4.4543,0.1856
001,2011-09-05,medium,4.4958,0.1873
001,2011-09-05,high,4.5372,0.1891
001,2011-09-06,low,4.5066,0.1878
001,2011-09-06,medium,4.5482,0.1895
001,2011-09-06,high,4.5897,0.1912
001,2011-09-07,low,4.4519,0.1855
001,2011-09-07,medium,4.4935,0.1872
001,2011-09-07,high,4.5352,0.189
001,2011-09-08,low,4.6533,0.1939
001,2011-09-08,medium,4.6955,0.1956
001,2011-09-08,high,4.7377,0.1974
001,2011-09-09,low,4.2867,0.1786
001,2011-09-09,medium,4.327,0.1803
001,2011-09-09,high,4.3672,0.182
001,2011-09-10,low,4.5316,0.1888
001,2011-09-10,medium,4.5731,0.1905
001,2011-09-10,high,4.6147,0.1923
001,2011-09-11,low,4.4559,0.1857
001,2011-09-11,medium,4.4969,0.1874
001,2011-09-11,high,4.5379,0.1891
001,2011-09-12,low,3.9696,0.1654
001,2011-09-12,medium,4.0057,0.1669
001,2011-09-12,high,4.0419,0.1684
001,2011-09-13,low,4.167,0.1736
001,2011-09-13,medium,4.2048,0.1752
001,2011-09-13,high,4.2426,0.1768
001,2011-09-14,low,4.1573,0.1732
001,2011-09-14,medium,4.1957,0.1748
001,2011-09-14,high,4.2341,0.1764
001,2011-09-15,low,4.3081,0.1795
001,2011-09-15,medium,4.3478,0.1812
001,2011-09-15,high,4.3876,0.1828
001,2011-09-16,low,4.5157,0.1882
001,2011-09-16,medium,4.5566,0.1899
001,2011-09-16,high,4.5975,0.1916
001,2011-09-17,low,4.7966,0.1999
001,2011-09-17,medium,4.8402,0.2017
001,2011-09-17,high,4.8839,0.2035
001,2011-09-18,low,4.0609,0.1692
001,2011-09-18,medium,4.098,0.1708
001,2011-09-18,high,4.1351,0.1723
001,2011-09-19,low,4.3009,0.1792
001,2011-09-19,medium,4.341,0.1809
001,2011-09-19,high,4.3811,0.1825
001,2011-09-20,low,4.4151,0.184
001,2011-09-20,medium,4.4555,0.1856
001,2011-09-20,high,4.4959,0.1873
001,2011-09-21,low,4.5847,0.191
001,2011-09-21,medium,4.626,0.1928
001,2011-09-21,high,4.6674,0.1945
001,2011-09-22,low,4.2073,0.1753
001,2011-09-22,medium,4.2458,0.1769
001,2011-09-22,high,4.2843,0.1785
001,2011-09-23,low,4.3018,0.1792
001,2011-09-23,medium,4.3413,0.1809
001,2011-09-23,high,4.3808,0.1825
001,2011-09-24,low,4.394,0.1831
001,2011-09-24,medium,4.4331,0.1847
001,2011-09-24,high,4.4722,0.1863
001,2011-09-25,low,4.3417,0.1809
001,2011-09-25,medium,4.3815,0.1826
001,2011-09-25,high,4.4214,0.1842
001,2011-09-26,low,4.3087,0.1795
001,2011-09-26,medium,4.3482,0.1812
001,2011-09-26,high,4.3877,0.1828
001,2011-09-27,low,3.4057,0.1419
001,2011-09-27,medium,3.4369,0.1432
001,2011-09-27,high,3.4681,0.1445
001,2011-09-28,low,4.0278,0.1678
001,2011-09-28,medium,4.065,0.1694
001,2011-09-28,high,4.1022,0.1709
001,2011-09-29,low,4.1563,0.1732
001,2011-09-29,medium,4.1946,0.1748
001,2011-09-29,high,4.2329,0.1764
001,2011-09-30,low,3.6981,0.1541
001,2011-09-30,medium,3.7316,0.1555
001,2011-09-30,high,3.7652,0.1569
001,2011-10-01,low,4.4928,0.1872
001,2011-10-01,medium,4.5336,0.1889
001,2011-10-01,high,4.5743,0.1906
001,2011-10-02,low,3.8757,0.1615
001,2011-10-02,medium,3.9118,0.163
001,2011-10-02,high,3.9479,0.1645
001,2011-10-03,low,4.3738,0.1822
001,2011-10-03,medium,4.4135,0.1839
001,2011-10-03,high,4.4532,0.1855
001,2011-10-04,low,3.7608,0.1567
001,2011-10-04,medium,3.7949,0.1581
001,2011-10-04,high,3.8289,0.1595
001,2011-10-05,low,3.979,0.1658
001,2011-10-05,medium,4.0152,0.1673
001,2011-10-05,high,4.0515,0.1688
001,2011-10-06,low,4.0276,0.1678
001,2011-10-06,medium,4.0642,0.1693
001,2011-10-06,high,4.1008,0.1709
001,2011-10-07,low,3.8528,0.1605
001,2011-10-07,medium,3.8877,0.162
001,2011-10-07,high,3.9227,0.1634
001,2011-10-08,low,3.7555,0.1565
001,2011-10-08,medium,3.7895,0.1579
001,2011-10-08,high,3.8235,0.1593
001,2011-10-09,low,4.117,0.1715
001,2011-10-09,medium,4.154,0.1731
001,2011-10-09,high,4.1911,0.1746
001,2011-10-10,low,4.0159,0.1673
001,2011-10-10,medium,4.0522,0.1688
001,2011-10-10,high,4.0885,0.1704
001,2011-10-11,low,3.8543,0.1606
001,2011-10-11,medium,3.889,0.162
001,2011-10-11,high,3.9237,0.1635
001,2011-10-12,low,4.2341,0.1764
001,2011-10-12,medium,4.2722,0.178
001,2011-10-12,high,4.3103,0.1796
001,2011-10-13,low,4.0174,0.1674
001,2011-10-13,medium,4.0538,0.1689
001,2011-10-13,high,4.0902,0.1704
001,2011-10-14,low,3.775,0.1573
001,2011-10-14,medium,3.809,0.1587
001,2011-10-14,high,3.843,0.1601
001,2011-10-15,low,3.3706,0.1404
001,2011-10-15,medium,3.4014,0.1417
001,2011-10-15,high,3.4323,0.143
001,2011-10-16,low,4.253,0.1772
001,2011-10-16,medium,4.2904,0.1788
001,2011-10-16,high,4.3278,0.1803
001,2011-10-17,low,3.8318,0.1597
001,2011-10-17,medium,3.8665,0.1611
001,2011-10-17,high,3.9012,0.1625
001,2011-10-18,low,3.4925,0.1455
001,2011-10-18,medium,3.5244,0.1468
001,2011-10-18,high,3.5562,0.1482
001,2011-10-19,low,3.3079,0.1378
001,2011-10-19,medium,3.3373,0.1391
001,2011-10-19,high,3.3668,0.1403
001,2011-10-20,low,4.3205,0.18
001,2011-10-20,medium,4.3591,0.1816
001,2011-10-20,high,4.3977,0.1832
001,2011-10-21,low,3.8519,0.1605
001,2011-10-21,medium,3.8863,0.1619
001,2011-10-21,high,3.9207,0.1634
001,2011-10-22,low,3.5435,0.1476
001,2011-10-22,medium,3.5749,0.149
001,2011-10-22,high,3.6062,0.1503
001,2011-10-23,low,3.6673,0.1528
001,2011-10-23,medium,3.7,0.1542
001,2011-10-23,high,3.7328,0.1555
001,2011-10-24,low,3.1306,0.1304
001,2011-10-24,medium,3.1584,0.1316
001,2011-10-24,high,3.1863,0.1328
001,2011-10-25,low,3.9687,0.1654
001,2011-10-25,medium,4.0048,0.1669
001,2011-10-25,high,4.041,0.1684
001,2011-10-26,low,3.7337,0.1556
001,2011-10-26,medium,3.7673,0.157
001,2011-10-26,high,3.801,0.1584
