day,small_household_energy_kwh,medium_household_energy_kwh,large_household_energy_kwh,small_household_water_m3,medium_household_water_m3,large_household_water_m3,office_admin_energy_kwh,non_conditioned_warehouse_energy_kwh,climate_controlled_warehouse_energy_kwh,chilled_warehouse_energy_kwh,meeting_hall_energy_kwh,workshop_maintenance_energy_kwh,office_admin_water_m3,non_conditioned_warehouse_water_m3,climate_controlled_warehouse_water_m3,chilled_warehouse_water_m3,meeting_hall_water_m3,workshop_maintenance_water_m3,total_household_energy_kwh,total_building_energy_kwh,total_community_energy_kwh,total_household_water_m3,total_building_water_m3,total_water_m3
2013-02-10,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.125,10.26,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,109.53,583.53,15.246,11.1,26.346
2013-02-11,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,11.225,11.94,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,115.31,589.31,15.246,11.1,26.346
2013-02-12,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.5,11.24,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,112.885,586.885,15.246,11.1,26.346
2013-02-13,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.575,14.53,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.22,665.47,16.05,11.655,27.705
2013-02-14,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.0,13.88,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,129.995,663.245,16.05,11.655,27.705
2013-02-15,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,11.625,12.1,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,123.44,656.69,16.05,11.655,27.705
2013-02-16,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.45,15.29,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.64,731.14,16.05,11.655,27.705
2013-02-17,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.25,13.99,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.355,663.605,16.05,11.655,27.705
2013-02-18,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,12.95,12.64,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,125.305,658.555,16.05,11.655,27.705
2013-02-19,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,7.25,10.32,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,109.715,583.715,15.246,11.1,26.346
2013-02-20,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.1,15.56,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,139.56,732.06,16.05,11.655,27.705
2013-02-21,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,10.425,11.61,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,114.18,588.18,15.246,11.1,26.346
2013-02-22,86.4,153.6,234.0,2.28,5.136,7.83,19.125,5.0,9.9,11.4,14.32,53.7,1.5,0.5,1.0,0.5,1.6,6.0,474.0,113.445,587.445,15.246,11.1,26.346
2013-02-23,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.2,14.37,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.685,664.935,16.05,11.655,27.705
2013-02-24,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.025,15.93,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,140.855,733.355,16.05,11.655,27.705
2013-02-25,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,18.375,14.85,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,137.125,729.625,16.05,11.655,27.705
2013-02-26,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.4,14.04,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.555,663.805,16.05,11.655,27.705
2013-02-27,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.65,14.15,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.915,664.165,16.05,11.655,27.705
2013-02-28,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.45,14.48,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.045,665.295,16.05,11.655,27.705
2013-03-01,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.325,14.42,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,131.86,665.11,16.05,11.655,27.705
2013-03-02,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.25,13.99,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.355,663.605,16.05,11.655,27.705
2013-03-03,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.0,13.88,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,129.995,663.245,16.05,11.655,27.705
2013-03-04,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,15.6,13.72,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,129.435,662.685,16.05,11.655,27.705
2013-03-05,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.0,13.07,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.785,660.035,16.05,11.655,27.705
2013-03-06,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,15.475,13.67,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.86,662.11,16.05,11.655,27.705
2013-03-07,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,11.9,12.21,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,123.825,657.075,16.05,11.655,27.705
2013-03-08,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.25,13.99,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.355,663.605,16.05,11.655,27.705
2013-03-09,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.15,13.13,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.995,660.245,16.05,11.655,27.705
2013-03-10,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,14.0,13.07,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.785,660.035,16.05,11.655,27.705
2013-03-11,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.575,14.53,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.22,665.47,16.05,11.655,27.705
2013-03-12,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.9,15.88,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,140.68,733.18,16.05,11.655,27.705
2013-03-13,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.85,15.45,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,139.2,731.7,16.05,11.655,27.705
2013-03-14,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,13.475,12.86,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,126.05,659.3,16.05,11.655,27.705
2013-03-15,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.0,15.2,13.56,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,128.475,661.725,16.05,11.655,27.705
2013-03-16,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.5,15.72,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,140.12,732.62,16.05,11.655,27.705
2013-03-17,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,15.6,13.72,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,129.435,662.685,16.05,11.655,27.705
2013-03-18,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.85,14.64,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.605,665.855,16.05,11.655,27.705
2013-03-19,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.1,15.56,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,139.56,732.06,16.05,11.655,27.705
2013-03-20,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,16.25,13.99,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,130.355,663.605,16.05,11.655,27.705
2013-03-21,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.3,15.23,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.43,730.93,16.05,11.655,27.705
2013-03-22,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,15.725,13.77,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,129.61,662.86,16.05,11.655,27.705
2013-03-23,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,17.85,14.64,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,132.605,665.855,16.05,11.655,27.705
2013-03-24,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.5,15.72,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,140.12,732.62,16.05,11.655,27.705
2013-03-25,97.2,172.8,263.25,2.4,5.4,8.25,21.375,5.4,15.6,13.72,15.44,57.9,1.575,0.525,1.05,0.525,1.68,6.3,533.25,129.435,662.685,16.05,11.655,27.705
2013-03-26,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.3,16.04,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,141.24,733.74,16.05,11.655,27.705
2013-03-27,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.225,15.61,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,139.735,732.235,16.05,11.655,27.705
2013-03-28,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.95,16.31,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.16,734.66,16.05,11.655,27.705
2013-03-29,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.3,16.04,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,141.24,733.74,16.05,11.655,27.705
2013-03-30,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,24.475,17.34,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,145.715,738.215,16.05,11.655,27.705
2013-03-31,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.425,16.1,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,141.425,733.925,16.05,11.655,27.705
2013-04-01,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.225,15.61,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,139.735,732.235,16.05,11.655,27.705
2013-04-02,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.95,16.31,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.16,734.66,16.05,11.655,27.705
2013-04-03,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.275,16.85,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.025,736.525,16.05,11.655,27.705
2013-04-04,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.1,16.37,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.37,734.87,16.05,11.655,27.705
2013-04-05,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.35,16.47,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.72,735.22,16.05,11.655,27.705
2013-04-06,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.625,15.77,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,140.295,732.795,16.05,11.655,27.705
2013-04-07,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.9,15.88,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,140.68,733.18,16.05,11.655,27.705
2013-04-08,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,19.175,15.18,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,138.255,730.755,16.05,11.655,27.705
2013-04-09,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.8,18.69,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.095,813.845,17.655,12.765,30.42
2013-04-10,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,20.1,15.56,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,139.56,732.06,16.05,11.655,27.705
2013-04-11,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.825,16.26,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,141.985,734.485,16.05,11.655,27.705
2013-04-12,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,21.95,16.31,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.16,734.66,16.05,11.655,27.705
2013-04-13,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.475,18.15,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.23,811.98,17.655,12.765,30.42
2013-04-14,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.55,16.96,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,144.41,736.91,16.05,11.655,27.705
2013-04-15,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.8,18.69,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.095,813.845,17.655,12.765,30.42
2013-04-16,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.025,16.74,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,143.665,736.165,16.05,11.655,27.705
2013-04-17,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,25.675,17.82,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,159.1,810.85,17.655,12.765,30.42
2013-04-18,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,23.025,16.74,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,143.665,736.165,16.05,11.655,27.705
2013-04-19,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,31.1,20.04,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,166.745,818.495,17.655,12.765,30.42
2013-04-20,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,22.5,16.53,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,142.93,735.43,16.05,11.655,27.705
2013-04-21,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.725,18.26,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.59,812.34,17.655,12.765,30.42
2013-04-22,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.8,18.69,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.095,813.845,17.655,12.765,30.42
2013-04-23,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.4,18.53,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.535,813.285,17.655,12.765,30.42
2013-04-24,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.075,17.99,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,159.67,811.42,17.655,12.765,30.42
2013-04-25,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.475,18.15,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.23,811.98,17.655,12.765,30.42
2013-04-26,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.125,18.42,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.15,812.9,17.655,12.765,30.42
2013-04-27,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.875,18.31,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.79,812.54,17.655,12.765,30.42
2013-04-28,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.05,19.61,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,165.265,817.015,17.655,12.765,30.42
2013-04-29,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.475,21.01,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.445,892.445,17.655,12.765,30.42
2013-04-30,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.475,18.15,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.23,811.98,17.655,12.765,30.42
2013-05-01,108.0,192.0,292.5,2.4,5.4,8.25,22.5,5.4,24.475,17.34,16.0,60.0,1.575,0.525,1.05,0.525,1.68,6.3,592.5,145.715,738.215,16.05,11.655,27.705
2013-05-02,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.05,18.8,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.455,814.205,17.655,12.765,30.42
2013-05-03,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.35,21.77,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,184.08,895.08,17.655,12.765,30.42
2013-05-04,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,26.6,18.2,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,160.405,812.155,17.655,12.765,30.42
2013-05-05,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.35,20.96,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.27,892.27,17.655,12.765,30.42
2013-05-06,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.625,21.06,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.645,892.645,17.655,12.765,30.42
2013-05-07,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.925,18.74,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.27,814.02,17.655,12.765,30.42
2013-05-08,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,31.1,20.04,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,166.745,818.495,17.655,12.765,30.42
2013-05-09,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.15,21.28,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.39,893.39,17.655,12.765,30.42
2013-05-10,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.125,19.23,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.96,815.71,17.655,12.765,30.42
2013-05-11,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.775,19.5,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.88,816.63,17.655,12.765,30.42
2013-05-12,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.975,19.17,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.75,815.5,17.655,12.765,30.42
2013-05-13,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,28.05,18.8,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.455,814.205,17.655,12.765,30.42
2013-05-14,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.125,19.23,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,163.96,815.71,17.655,12.765,30.42
2013-05-15,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.8,18.69,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.095,813.845,17.655,12.765,30.42
2013-05-16,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,31.375,20.15,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,167.13,818.88,17.655,12.765,30.42
2013-05-17,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.525,19.39,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.52,816.27,17.655,12.765,30.42
2013-05-18,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.3,20.52,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.78,890.78,17.655,12.765,30.42
2013-05-19,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.8,18.69,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,162.095,813.845,17.655,12.765,30.42
2013-05-20,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.95,20.79,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.7,891.7,17.655,12.765,30.42
2013-05-21,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.425,21.39,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.775,893.775,17.655,12.765,30.42
2013-05-22,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,27.125,18.42,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,161.15,812.9,17.655,12.765,30.42
2013-05-23,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.625,21.06,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.645,892.645,17.655,12.765,30.42
2013-05-24,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.0,22.04,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.0,896.0,17.655,12.765,30.42
2013-05-25,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,29.775,19.5,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,164.88,816.63,17.655,12.765,30.42
2013-05-26,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,37.6,22.68,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,187.24,898.24,17.655,12.765,30.42
2013-05-27,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.425,21.39,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.775,893.775,17.655,12.765,30.42
2013-05-28,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,31.625,20.25,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,178.835,889.835,17.655,12.765,30.42
2013-05-29,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.475,21.01,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,181.445,892.445,17.655,12.765,30.42
2013-05-30,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.35,21.77,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,184.08,895.08,17.655,12.765,30.42
2013-05-31,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.275,21.33,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.565,893.565,17.655,12.765,30.42
2013-06-01,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.6,21.87,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,184.43,895.43,17.655,12.765,30.42
2013-06-02,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,31.9,20.36,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,179.22,890.22,17.655,12.765,30.42
2013-06-03,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.95,21.6,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.51,894.51,17.655,12.765,30.42
2013-06-04,118.8,211.2,321.75,2.64,5.94,9.075,25.875,5.75,30.975,19.98,17.68,66.3,1.725,0.575,1.15,0.575,1.84,6.9,651.75,166.56,818.31,17.655,12.765,30.42
2013-06-05,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.55,21.44,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,182.95,893.95,17.655,12.765,30.42
2013-06-06,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.55,20.63,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.14,891.14,17.655,12.765,30.42
2013-06-07,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,33.1,20.85,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.91,891.91,17.655,12.765,30.42
2013-06-08,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,38.525,23.06,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,188.545,899.545,17.655,12.765,30.42
2013-06-09,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,38.25,22.95,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,188.16,899.16,17.655,12.765,30.42
2013-06-10,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,37.2,22.52,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,186.68,897.68,17.655,12.765,30.42
2013-06-11,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,32.7,20.69,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,180.35,891.35,17.655,12.765,30.42
2013-06-12,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,34.95,21.6,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,183.51,894.51,17.655,12.765,30.42
2013-06-13,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,39.175,23.33,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,189.465,900.465,17.655,12.765,30.42
2013-06-14,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.4,22.2,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.56,896.56,17.655,12.765,30.42
2013-06-15,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,42.225,24.57,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,193.755,904.755,17.655,12.765,30.42
2013-06-16,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,37.325,22.58,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,186.865,897.865,17.655,12.765,30.42
2013-06-17,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.925,22.41,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,186.295,897.295,17.655,12.765,30.42
2013-06-18,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,35.6,21.87,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,184.43,895.43,17.655,12.765,30.42
2013-06-19,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.925,22.41,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,186.295,897.295,17.655,12.765,30.42
2013-06-20,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,36.275,22.14,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,185.375,896.375,17.655,12.765,30.42
2013-06-21,129.6,230.4,351.0,2.64,5.94,9.075,29.25,5.75,38.65,23.12,19.36,72.6,1.725,0.575,1.15,0.575,1.84,6.9,711.0,188.73,899.73,17.655,12.765,30.42
