# SOURCE: Computed from weather data using Weibull-integrated power curve model
# DATE: 2026-02-06
# DESCRIPTION: Normalized daily wind power output per kW of rated capacity for turbine variants (small 10kW, medium 25kW, large 50kW)
# UNITS: date=YYYY-MM-DD, turbine_variant=text, kwh_per_kw_per_day=kWh/kW/day, capacity_factor=dimensionless(0-1)
# LOGIC: Power curve model with cut-in/rated/cut-out speeds integrated over Weibull (Rayleigh, k=2) wind speed distribution. Below cut-in: 0. Cut-in to rated: cubic relationship. Rated to cut-out: full power. Above cut-out: 0. Wind shear correction applied (alpha=0.17) to scale from 10m measurement height to hub height. Weibull scale parameter derived from hub-height daily average wind speed.
# DEPENDENCIES: data/precomputed/weather/daily_weather_scenario_001-toy.csv, settings/data_registry.yaml (equipment.wind_turbines)
# ASSUMPTIONS: Turbines designed for low-wind sites (IEC Class III/IV). Small turbine (10kW): cut-in 2.5 m/s, rated 11.0 m/s, cut-out 25.0 m/s, hub 30m. Medium turbine (25kW): cut-in 3.2 m/s, rated 11.0 m/s, cut-out 25.0 m/s, hub 30m. Large turbine (50kW): cut-in 3.5 m/s, rated 10.0 m/s, cut-out 25.0 m/s, hub 37m. Wind at measurement height (10m) scaled to hub height using power law (alpha=0.17). Hourly wind speeds follow Rayleigh distribution (Weibull k=2).
weather_scenario_id,date,turbine_variant,kwh_per_kw_per_day,capacity_factor
001,2011-06-11,medium,0.6551,0.0273
001,2011-06-11,large,1.0464,0.0436
001,2011-06-12,small,1.3876,0.0578
001,2011-06-12,medium,1.1431,0.0476
001,2011-06-12,large,1.7809,0.0742
001,2011-06-13,small,1.3757,0.0573
001,2011-06-13,medium,1.1321,0.0472
001,2011-06-13,large,1.7649,0.0735
001,2011-06-14,small,1.1928,0.0497
001,2011-06-14,medium,0.9653,0.0402
001,2011-06-14,large,1.5185,0.0633
001,2011-06-15,small,1.2149,0.0506
001,2011-06-15,medium,0.9853,0.0411
001,2011-06-15,large,1.5483,0.0645
001,2011-06-16,small,11.4096,0.4754
001,2011-06-16,medium,11.0768,0.4615
001,2011-06-16,large,12.8515,0.5355
001,2011-06-17,small,0.9855,0.0411
001,2011-06-17,medium,0.7789,0.0325
001,2011-06-17,large,1.2371,0.0515
001,2011-06-18,small,0.9855,0.0411
001,2011-06-18,medium,0.7789,0.0325
001,2011-06-18,large,1.2371,0.0515
001,2011-06-19,small,0.4554,0.019
001,2011-06-19,medium,0.3226,0.0134
001,2011-06-19,large,0.5185,0.0216
001,2011-06-20,small,2.6459,0.1102
001,2011-06-20,medium,2.3282,0.097
001,2011-06-20,large,3.4148,0.1423
001,2011-06-21,small,0.5043,0.021
001,2011-06-21,medium,0.3629,0.0151
001,2011-06-21,large,0.5837,0.0243
001,2011-06-22,small,0.6198,0.0258
001,2011-06-22,medium,0.4599,0.0192
001,2011-06-22,large,0.7391,0.0308
001,2011-06-23,small,0.6644,0.0277
001,2011-06-23,medium,0.4979,0.0207
001,2011-06-23,large,0.7996,0.0333
001,2011-06-24,small,3.7851,0.1577
001,2011-06-24,medium,3.4324,0.143
001,2011-06-24,large,4.8078,0.2003
001,2011-06-25,small,0.8019,0.0334
001,2011-06-25,medium,0.6169,0.0257
001,2011-06-25,large,0.9869,0.0411
001,2011-06-26,small,0.4437,0.0185
001,2011-06-26,medium,0.313,0.013
001,2011-06-26,large,0.503,0.021
001,2011-06-27,small,0.6418,0.0267
001,2011-06-27,medium,0.4786,0.0199
001,2011-06-27,large,0.769,0.032
001,2011-06-28,small,1.8406,0.0767
001,2011-06-28,medium,1.5635,0.0651
001,2011-06-28,large,2.3815,0.0992
001,2011-06-29,small,0.672,0.028
001,2011-06-29,medium,0.5044,0.021
001,2011-06-29,large,0.81,0.0337
001,2011-06-30,small,1.1071,0.0461
001,2011-06-30,medium,0.8878,0.037
001,2011-06-30,large,1.4023,0.0584
001,2011-07-01,small,0.5043,0.021
001,2011-07-01,medium,0.3629,0.0151
001,2011-07-01,large,0.5837,0.0243
001,2011-07-02,small,0.6797,0.0283
001,2011-07-02,medium,0.511,0.0213
001,2011-07-02,large,0.8204,0.0342
001,2011-07-03,small,0.3475,0.0145
001,2011-07-03,medium,0.2357,0.0098
001,2011-07-03,large,0.3771,0.0157
001,2011-07-04,small,2.099,0.0875
001,2011-07-04,medium,1.807,0.0753
001,2011-07-04,large,2.718,0.1132
001,2011-07-05,small,0.5842,0.0243
001,2011-07-05,medium,0.4297,0.0179
001,2011-07-05,large,0.691,0.0288
001,2011-07-06,small,1.1819,0.0492
001,2011-07-06,medium,0.9554,0.0398
001,2011-07-06,large,1.5037,0.0627
001,2011-07-07,small,3.0331,0.1264
001,2011-07-07,medium,2.7011,0.1125
001,2011-07-07,large,3.8966,0.1624
001,2011-07-08,small,0.6054,0.0252
001,2011-07-08,medium,0.4476,0.0187
001,2011-07-08,large,0.7196,0.03
001,2011-07-09,small,0.711,0.0296
001,2011-07-09,medium,0.538,0.0224
001,2011-07-09,large,0.863,0.036
001,2011-07-10,small,0.7031,0.0293
001,2011-07-10,medium,0.5311,0.0221
001,2011-07-10,large,0.8522,0.0355
001,2011-07-11,small,0.4322,0.018
001,2011-07-11,medium,0.3037,0.0127
001,2011-07-11,large,0.4878,0.0203
001,2011-07-12,small,0.8019,0.0334
001,2011-07-12,medium,0.6169,0.0257
001,2011-07-12,large,0.9869,0.0411
001,2011-07-13,small,2.6788,0.1116
001,2011-07-13,medium,2.3597,0.0983
001,2011-07-13,large,3.456,0.144
001,2011-07-14,small,0.5043,0.021
001,2011-07-14,medium,0.3629,0.0151
001,2011-07-14,large,0.5837,0.0243
001,2011-07-15,small,1.3403,0.0558
001,2011-07-15,medium,1.0997,0.0458
001,2011-07-15,large,1.7173,0.0716
001,2011-07-16,small,0.383,0.016
001,2011-07-16,medium,0.2639,0.011
001,2011-07-16,large,0.4231,0.0176
001,2011-07-17,small,8.9631,0.3735
001,2011-07-17,medium,8.5961,0.3582
001,2011-07-17,large,10.4581,0.4358
001,2011-07-18,small,0.6644,0.0277
001,2011-07-18,medium,0.4979,0.0207
001,2011-07-18,large,0.7996,0.0333
001,2011-07-19,small,1.2038,0.0502
001,2011-07-19,medium,0.9753,0.0406
001,2011-07-19,large,1.5333,0.0639
001,2011-07-20,small,0.292,0.0122
001,2011-07-20,medium,0.1923,0.008
001,2011-07-20,large,0.3063,0.0128
001,2011-07-21,small,0.3574,0.0149
001,2011-07-21,medium,0.2435,0.0101
001,2011-07-21,large,0.3899,0.0162
001,2011-07-22,small,0.4265,0.0178
001,2011-07-22,medium,0.2991,0.0125
001,2011-07-22,large,0.4803,0.02
001,2011-07-23,small,0.2392,0.01
001,2011-07-23,medium,0.1522,0.0063
001,2011-07-23,large,0.2407,0.01
001,2011-07-24,small,1.3757,0.0573
001,2011-07-24,medium,1.1321,0.0472
001,2011-07-24,large,1.7649,0.0735
001,2011-07-25,small,1.0251,0.0427
001,2011-07-25,medium,0.8142,0.0339
001,2011-07-25,large,1.2909,0.0538
001,2011-07-26,small,1.1602,0.0483
001,2011-07-26,medium,0.9358,0.039
001,2011-07-26,large,1.4743,0.0614
001,2011-07-27,small,0.4794,0.02
001,2011-07-27,medium,0.3423,0.0143
001,2011-07-27,large,0.5504,0.0229
001,2011-07-28,small,0.3726,0.0155
001,2011-07-28,medium,0.2556,0.0107
001,2011-07-28,large,0.4096,0.0171
001,2011-07-29,small,1.8267,0.0761
001,2011-07-29,medium,1.5505,0.0646
001,2011-07-29,large,2.3633,0.0985
001,2011-07-30,small,0.3574,0.0149
001,2011-07-30,medium,0.2435,0.0101
001,2011-07-30,large,0.3899,0.0162
001,2011-07-31,small,0.2627,0.0109
001,2011-07-31,medium,0.1699,0.0071
001,2011-07-31,large,0.2696,0.0112
001,2011-08-01,small,0.7681,0.032
001,2011-08-01,medium,0.5874,0.0245
001,2011-08-01,large,0.9407,0.0392
001,2011-08-02,small,0.4265,0.0178
001,2011-08-02,medium,0.2991,0.0125
001,2011-08-02,large,0.4803,0.02
001,2011-08-03,small,2.1139,0.0881
001,2011-08-03,medium,1.821,0.0759
001,2011-08-03,large,2.7371,0.114
001,2011-08-04,small,0.1658,0.0069
001,2011-08-04,medium,0.0986,0.0041
001,2011-08-04,large,0.1535,0.0064
001,2011-08-05,small,2.1288,0.0887
001,2011-08-05,medium,1.8351,0.0765
001,2011-08-05,large,2.7563,0.1148
001,2011-08-06,small,0.2245,0.0094
001,2011-08-06,medium,0.1412,0.0059
001,2011-08-06,large,0.2227,0.0093
001,2011-08-07,small,0.4437,0.0185
001,2011-08-07,medium,0.313,0.013
001,2011-08-07,large,0.503,0.021
001,2011-08-08,small,0.3882,0.0162
001,2011-08-08,medium,0.2681,0.0112
001,2011-08-08,large,0.43,0.0179
001,2011-08-09,small,0.3524,0.0147
001,2011-08-09,medium,0.2396,0.01
001,2011-08-09,large,0.3834,0.016
001,2011-08-10,small,1.2372,0.0515
001,2011-08-10,medium,1.0055,0.0419
001,2011-08-10,large,1.5784,0.0658
001,2011-08-11,small,0.3097,0.0129
001,2011-08-11,medium,0.2061,0.0086
001,2011-08-11,large,0.3288,0.0137
001,2011-08-12,small,1.3876,0.0578
001,2011-08-12,medium,1.1431,0.0476
001,2011-08-12,large,1.7809,0.0742
001,2011-08-13,small,0.6344,0.0264
001,2011-08-13,medium,0.4723,0.0197
001,2011-08-13,large,0.759,0.0316
001,2011-08-14,small,0.7765,0.0324
001,2011-08-14,medium,0.5947,0.0248
001,2011-08-14,large,0.9521,0.0397
001,2011-08-15,small,0.2792,0.0116
001,2011-08-15,medium,0.1825,0.0076
001,2011-08-15,large,0.2902,0.0121
001,2011-08-16,small,0.928,0.0387
001,2011-08-16,medium,0.7278,0.0303
001,2011-08-16,large,1.1586,0.0483
001,2011-08-17,small,0.2035,0.0085
001,2011-08-17,medium,0.1257,0.0052
001,2011-08-17,large,0.1976,0.0082
001,2011-08-18,small,8.9274,0.372
001,2011-08-18,medium,8.5601,0.3567
001,2011-08-18,large,10.422,0.4342
001,2011-08-19,small,0.4734,0.0197
001,2011-08-19,medium,0.3373,0.0141
001,2011-08-19,large,0.5423,0.0226
001,2011-08-20,small,0.6568,0.0274
001,2011-08-20,medium,0.4914,0.0205
001,2011-08-20,large,0.7893,0.0329
001,2011-08-21,small,1.2484,0.052
001,2011-08-21,medium,1.0158,0.0423
001,2011-08-21,large,1.5935,0.0664
001,2011-08-22,small,0.243,0.0101
001,2011-08-22,medium,0.155,0.0065
001,2011-08-22,large,0.2454,0.0102
001,2011-08-23,small,0.4043,0.0168
001,2011-08-23,medium,0.2811,0.0117
001,2011-08-23,large,0.4511,0.0188
001,2011-08-24,small,0.3726,0.0155
001,2011-08-24,medium,0.2556,0.0107
001,2011-08-24,large,0.4096,0.0171
001,2011-08-25,small,0.2667,0.0111
001,2011-08-25,medium,0.173,0.0072
001,2011-08-25,large,0.2747,0.0114
001,2011-08-26,small,0.3574,0.0149
001,2011-08-26,medium,0.2435,0.0101
001,2011-08-26,large,0.3899,0.0162
001,2011-08-27,small,1.5479,0.0645
001,2011-08-27,medium,1.2908,0.0538
001,2011-08-27,large,1.995,0.0831
001,2011-08-28,small,0.2508,0.0104
001,2011-08-28,medium,0.1609,0.0067
001,2011-08-28,large,0.2549,0.0106
001,2011-08-29,small,1.0656,0.0444
001,2011-08-29,medium,0.8505,0.0354
001,2011-08-29,large,1.346,0.0561
001,2011-08-30,small,9.5239,0.3968
001,2011-08-30,medium,9.163,0.3818
001,2011-08-30,large,11.0209,0.4592
001,2011-08-31,small,0.8725,0.0364
001,2011-08-31,medium,0.6788,0.0283
001,2011-08-31,large,1.0831,0.0451
001,2011-09-01,small,0.3936,0.0164
001,2011-09-01,medium,0.2724,0.0114
001,2011-09-01,large,0.437,0.0182
001,2011-09-02,small,0.1572,0.0066
001,2011-09-02,medium,0.0925,0.0039
001,2011-09-02,large,0.1437,0.006
001,2011-09-03,small,1.5862,0.0661
001,2011-09-03,medium,1.3263,0.0553
001,2011-09-03,large,2.046,0.0852
001,2011-09-04,small,5.9263,0.2469
001,2011-09-04,medium,5.5477,0.2312
001,2011-09-04,large,7.2567,0.3024
001,2011-09-05,small,0.2792,0.0116
001,2011-09-05,medium,0.1825,0.0076
001,2011-09-05,large,0.2902,0.0121
001,2011-09-06,small,0.1717,0.0072
001,2011-09-06,medium,0.1028,0.0043
001,2011-09-06,large,0.1603,0.0067
001,2011-09-07,small,0.3378,0.0141
001,2011-09-07,medium,0.228,0.0095
001,2011-09-07,large,0.3646,0.0152
001,2011-09-08,small,2.0842,0.0868
001,2011-09-08,medium,1.793,0.0747
001,2011-09-08,large,2.6988,0.1125
001,2011-09-09,small,0.2587,0.0108
001,2011-09-09,medium,0.1668,0.007
001,2011-09-09,large,0.2646,0.011
001,2011-09-10,small,0.498,0.0208
001,2011-09-10,medium,0.3577,0.0149
001,2011-09-10,large,0.5752,0.024
001,2011-09-11,small,0.4554,0.019
001,2011-09-11,medium,0.3226,0.0134
001,2011-09-11,large,0.5185,0.0216
001,2011-09-12,small,0.7849,0.0327
001,2011-09-12,medium,0.602,0.0251
001,2011-09-12,large,0.9636,0.0402
001,2011-09-13,small,0.7351,0.0306
001,2011-09-13,medium,0.5588,0.0233
001,2011-09-13,large,0.8958,0.0373
001,2011-09-14,small,0.3426,0.0143
001,2011-09-14,medium,0.2318,0.0097
001,2011-09-14,large,0.3708,0.0154
001,2011-09-15,small,1.2939,0.0539
001,2011-09-15,medium,1.0572,0.0441
001,2011-09-15,large,1.6549,0.069
001,2011-09-16,small,0.8019,0.0334
001,2011-09-16,medium,0.6169,0.0257
001,2011-09-16,large,0.9869,0.0411
001,2011-09-17,small,10.0467,0.4186
001,2011-09-17,medium,9.6926,0.4039
001,2011-09-17,large,11.5383,0.4808
001,2011-09-18,small,2.3578,0.0982
001,2011-09-18,medium,2.0526,0.0855
001,2011-09-18,large,3.0501,0.1271
001,2011-09-19,small,0.2173,0.0091
001,2011-09-19,medium,0.1359,0.0057
001,2011-09-19,large,0.2141,0.0089
001,2011-09-20,small,0.2964,0.0123
001,2011-09-20,medium,0.1957,0.0082
001,2011-09-20,large,0.3118,0.013
001,2011-09-21,small,0.3675,0.0153
001,2011-09-21,medium,0.2515,0.0105
001,2011-09-21,large,0.403,0.0168
001,2011-09-22,small,0.1517,0.0063
001,2011-09-22,medium,0.0887,0.0037
001,2011-09-22,large,0.1375,0.0057
001,2011-09-23,small,0.1517,0.0063
001,2011-09-23,medium,0.0887,0.0037
001,2011-09-23,large,0.1375,0.0057
001,2011-09-24,small,0.5635,0.0235
001,2011-09-24,medium,0.4123,0.0172
001,2011-09-24,large,0.6631,0.0276
001,2011-09-25,small,0.3052,0.0127
001,2011-09-25,medium,0.2026,0.0084
001,2011-09-25,large,0.323,0.0135
001,2011-09-26,small,0.1334,0.0056
001,2011-09-26,medium,0.076,0.0032
001,2011-09-26,large,0.1171,0.0049
001,2011-09-27,small,0.0861,0.0036
001,2011-09-27,medium,0.0448,0.0019
001,2011-09-27,large,0.0674,0.0028
001,2011-09-28,small,0.2245,0.0094
001,2011-09-28,medium,0.1412,0.0059
001,2011-09-28,large,0.2227,0.0093
001,2011-09-29,small,0.1936,0.0081
001,2011-09-29,medium,0.1185,0.0049
001,2011-09-29,large,0.1858,0.0077
001,2011-09-30,small,3.1024,0.1293
001,2011-09-30,medium,2.7681,0.1153
001,2011-09-30,large,3.9819,0.1659
001,2011-10-01,small,1.3054,0.0544
001,2011-10-01,medium,1.0677,0.0445
001,2011-10-01,large,1.6704,0.0696
001,2011-10-02,small,0.3426,0.0143
001,2011-10-02,medium,0.2318,0.0097
001,2011-10-02,large,0.3708,0.0154
001,2011-10-03,small,0.3989,0.0166
001,2011-10-03,medium,0.2767,0.0115
001,2011-10-03,large,0.444,0.0185
001,2011-10-04,small,0.1144,0.0048
001,2011-10-04,medium,0.0633,0.0026
001,2011-10-04,large,0.0966,0.004
001,2011-10-05,small,0.3097,0.0129
001,2011-10-05,medium,0.2061,0.0086
001,2011-10-05,large,0.3288,0.0137
001,2011-10-06,small,0.8019,0.0334
001,2011-10-06,medium,0.6169,0.0257
001,2011-10-06,large,0.9869,0.0411
001,2011-10-07,small,0.0995,0.0041
001,2011-10-07,medium,0.0535,0.0022
001,2011-10-07,large,0.081,0.0034
001,2011-10-08,small,0.1122,0.0047
001,2011-10-08,medium,0.0618,0.0026
001,2011-10-08,large,0.0943,0.0039
001,2011-10-09,small,0.3574,0.0149
001,2011-10-09,medium,0.2435,0.0101
001,2011-10-09,large,0.3899,0.0162
001,2011-10-10,small,0.1687,0.007
001,2011-10-10,medium,0.1007,0.0042
001,2011-10-10,large,0.1569,0.0065
001,2011-10-11,small,0.2667,0.0111
001,2011-10-11,medium,0.173,0.0072
001,2011-10-11,large,0.2747,0.0114
001,2011-10-12,small,0.3282,0.0137
001,2011-10-12,medium,0.2205,0.0092
001,2011-10-12,large,0.3523,0.0147
001,2011-10-13,small,1.9534,0.0814
001,2011-10-13,medium,1.6696,0.0696
001,2011-10-13,large,2.529,0.1054
001,2011-10-14,small,0.333,0.0139
001,2011-10-14,medium,0.2242,0.0093
001,2011-10-14,large,0.3584,0.0149
001,2011-10-15,small,0.0995,0.0041
001,2011-10-15,medium,0.0535,0.0022
001,2011-10-15,large,0.081,0.0034
001,2011-10-16,small,0.3778,0.0157
001,2011-10-16,medium,0.2597,0.0108
001,2011-10-16,large,0.4163,0.0173
001,2011-10-17,small,0.3143,0.0131
001,2011-10-17,medium,0.2096,0.0087
001,2011-10-17,large,0.3346,0.0139
001,2011-10-18,small,0.4265,0.0178
001,2011-10-18,medium,0.2991,0.0125
001,2011-10-18,large,0.4803,0.02
001,2011-10-19,small,0.3574,0.0149
001,2011-10-19,medium,0.2435,0.0101
001,2011-10-19,large,0.3899,0.0162
001,2011-10-20,small,0.149,0.0062
001,2011-10-20,medium,0.0868,0.0036
001,2011-10-20,large,0.1344,0.0056
001,2011-10-21,small,0.141,0.0059
001,2011-10-21,medium,0.0813,0.0034
001,2011-10-21,large,0.1255,0.0052
001,2011-10-22,small,0.2355,0.0098
001,2011-10-22,medium,0.1494,0.0062
001,2011-10-22,large,0.2361,0.0098
001,2011-10-23,small,0.5567,0.0232
001,2011-10-23,medium,0.4066,0.0169
001,2011-10-23,large,0.6539,0.0272
001,2011-10-24,small,0.1144,0.0048
001,2011-10-24,medium,0.0633,0.0026
001,2011-10-24,large,0.0966,0.004
001,2011-10-25,small,0.2964,0.0123
001,2011-10-25,medium,0.1957,0.0082
001,2011-10-25,large,0.3118,0.013
001,2011-10-26,small,0.3989,0.0166
001,2011-10-26,medium,0.2767,0.0115
001,2011-10-26,large,0.444,0.0185
001,2011-10-27,small,0.9,0.0375
001,2011-10-27,medium,0.703,0.0293
001,2011-10-27,large,1.1205,0.0467
001,2011-10-28,small,7.0978,0.2957
001,2011-10-28,medium,6.7186,0.2799
001,2011-10-28,large,8.5243,0.3552
001,2011-10-29,small,0.4554,0.019
001,2011-10-29,medium,0.3226,0.0134
001,2011-10-29,large,0.5185,0.0216
001,2011-10-30,small,0.2708,0.0113
001,2011-10-30,medium,0.1761,0.0073
001,2011-10-30,large,0.2798,0.0117
001,2011-10-31,small,0.4554,0.019
001,2011-10-31,medium,0.3226,0.0134
001,2011-10-31,large,0.5185,0.0216
001,2011-11-01,small,0.1687,0.007
001,2011-11-01,medium,0.1007,0.0042
001,2011-11-01,large,0.1569,0.0065
001,2011-11-02,small,0.2002,0.0083
001,2011-11-02,medium,0.1233,0.0051
001,2011-11-02,large,0.1936,0.0081
001,2011-11-03,small,1.0351,0.0431
001,2011-11-03,medium,0.8232,0.0343
001,2011-11-03,large,1.3045,0.0544
001,2011-11-04,small,0.672,0.028
001,2011-11-04,medium,0.5044,0.021
001,2011-11-04,large,0.81,0.0337
001,2011-11-05,small,5.9066,0.2461
001,2011-11-05,medium,5.5281,0.2303
001,2011-11-05,large,7.2351,0.3015
001,2011-11-06,small,0.3624,0.0151
001,2011-11-06,medium,0.2475,0.0103
001,2011-11-06,large,0.3964,0.0165
001,2011-11-07,small,0.5366,0.0224
001,2011-11-07,medium,0.3898,0.0162
001,2011-11-07,large,0.627,0.0261
001,2011-11-08,small,0.3778,0.0157
001,2011-11-08,medium,0.2597,0.0108
001,2011-11-08,large,0.4163,0.0173
001,2011-11-09,small,0.6797,0.0283
001,2011-11-09,medium,0.511,0.0213
001,2011-11-09,large,0.8204,0.0342
001,2011-11-10,small,0.2318,0.0097
001,2011-11-10,medium,0.1466,0.0061
001,2011-11-10,large,0.2316,0.0097
001,2011-11-11,small,0.6644,0.0277
001,2011-11-11,medium,0.4979,0.0207
001,2011-11-11,large,0.7996,0.0333
001,2011-11-12,small,0.7351,0.0306
001,2011-11-12,medium,0.5588,0.0233
001,2011-11-12,large,0.8958,0.0373
001,2011-11-13,small,1.1495,0.0479
001,2011-11-13,medium,0.9261,0.0386
001,2011-11-13,large,1.4598,0.0608
001,2011-11-14,small,0.672,0.028
001,2011-11-14,medium,0.5044,0.021
001,2011-11-14,large,0.81,0.0337
001,2011-11-15,small,0.2281,0.0095
001,2011-11-15,medium,0.1439,0.006
001,2011-11-15,large,0.2271,0.0095
001,2011-11-16,small,0.4043,0.0168
001,2011-11-16,medium,0.2811,0.0117
001,2011-11-16,large,0.4511,0.0188
001,2011-11-17,small,0.1629,0.0068
001,2011-11-17,medium,0.0965,0.004
001,2011-11-17,large,0.1502,0.0063
001,2011-11-18,small,0.2469,0.0103
001,2011-11-18,medium,0.1579,0.0066
001,2011-11-18,large,0.2501,0.0104
001,2011-11-19,small,0.1436,0.006
001,2011-11-19,medium,0.0831,0.0035
001,2011-11-19,large,0.1284,0.0054
001,2011-11-20,small,0.3282,0.0137
001,2011-11-20,medium,0.2205,0.0092
001,2011-11-20,large,0.3523,0.0147
001,2011-11-21,small,0.2103,0.0088
001,2011-11-21,medium,0.1307,0.0054
001,2011-11-21,large,0.2057,0.0086
001,2011-11-22,small,0.3675,0.0153
001,2011-11-22,medium,0.2515,0.0105
001,2011-11-22,large,0.403,0.0168
001,2011-11-23,small,0.2877,0.012
001,2011-11-23,medium,0.189,0.0079
001,2011-11-23,large,0.3009,0.0125
001,2011-11-24,small,0.2964,0.0123
001,2011-11-24,medium,0.1957,0.0082
001,2011-11-24,large,0.3118,0.013
001,2011-11-25,small,0.8635,0.036
001,2011-11-25,medium,0.6709,0.028
001,2011-11-25,large,1.0708,0.0446
001,2011-11-26,small,0.3378,0.0141
001,2011-11-26,medium,0.228,0.0095
001,2011-11-26,large,0.3646,0.0152
001,2011-11-27,small,0.2964,0.0123
001,2011-11-27,medium,0.1957,0.0082
001,2011-11-27,large,0.3118,0.013
001,2011-11-28,small,1.171,0.0488
001,2011-11-28,medium,0.9456,0.0394
001,2011-11-28,large,1.489,0.062
001,2011-11-29,small,0.3189,0.0133
001,2011-11-29,medium,0.2132,0.0089
001,2011-11-29,large,0.3404,0.0142
001,2011-11-30,small,5.5726,0.2322
001,2011-11-30,medium,5.1958,0.2165
001,2011-11-30,large,6.865,0.286
001,2011-12-01,small,0.3475,0.0145
001,2011-12-01,medium,0.2357,0.0098
001,2011-12-01,large,0.3771,0.0157
001,2011-12-02,small,0.3143,0.0131
001,2011-12-02,medium,0.2096,0.0087
001,2011-12-02,large,0.3346,0.0139
001,2011-12-03,small,0.292,0.0122
001,2011-12-03,medium,0.1923,0.008
001,2011-12-03,large,0.3063,0.0128
001,2011-12-04,small,0.2355,0.0098
001,2011-12-04,medium,0.1494,0.0062
001,2011-12-04,large,0.2361,0.0098
001,2011-12-05,small,0.3143,0.0131
001,2011-12-05,medium,0.2096,0.0087
001,2011-12-05,large,0.3346,0.0139
001,2011-12-06,small,0.4613,0.0192
001,2011-12-06,medium,0.3275,0.0136
001,2011-12-06,large,0.5264,0.0219
001,2011-12-07,small,0.4322,0.018
001,2011-12-07,medium,0.3037,0.0127
001,2011-12-07,large,0.4878,0.0203
001,2011-12-08,small,0.9661,0.0403
001,2011-12-08,medium,0.7616,0.0317
001,2011-12-08,large,1.2106,0.0504
001,2011-12-09,small,0.719,0.03
001,2011-12-09,medium,0.5449,0.0227
001,2011-12-09,large,0.8739,0.0364
001,2011-12-10,small,0.2138,0.0089
001,2011-12-10,medium,0.1333,0.0056
001,2011-12-10,large,0.2099,0.0087
001,2011-12-11,small,0.8368,0.0349
001,2011-12-11,medium,0.6474,0.027
001,2011-12-11,large,1.0343,0.0431
001,2011-12-12,small,1.2484,0.052
001,2011-12-12,medium,1.0158,0.0423
001,2011-12-12,large,1.5935,0.0664
001,2011-12-13,small,0.333,0.0139
001,2011-12-13,medium,0.2242,0.0093
001,2011-12-13,large,0.3584,0.0149
001,2011-12-14,small,0.5567,0.0232
001,2011-12-14,medium,0.4066,0.0169
001,2011-12-14,large,0.6539,0.0272
001,2011-12-15,small,0.3097,0.0129
001,2011-12-15,medium,0.2061,0.0086
001,2011-12-15,large,0.3288,0.0137
001,2011-12-16,small,0.4918,0.0205
001,2011-12-16,medium,0.3525,0.0147
001,2011-12-16,large,0.5669,0.0236
001,2011-12-17,small,0.9374,0.0391
001,2011-12-17,medium,0.7361,0.0307
001,2011-12-17,large,1.1715,0.0488
001,2011-12-18,small,0.7351,0.0306
001,2011-12-18,medium,0.5588,0.0233
001,2011-12-18,large,0.8958,0.0373
001,2011-12-19,small,0.9186,0.0383
001,2011-12-19,medium,0.7194,0.03
001,2011-12-19,large,1.1459,0.0477
001,2011-12-20,small,0.2173,0.0091
001,2011-12-20,medium,0.1359,0.0057
001,2011-12-20,large,0.2141,0.0089
001,2011-12-21,small,2.2649,0.0944
001,2011-12-21,medium,1.9643,0.0818
001,2011-12-21,large,2.9314,0.1221
001,2011-12-22,small,0.3675,0.0153
001,2011-12-22,medium,0.2515,0.0105
001,2011-12-22,large,0.403,0.0168
001,2011-12-23,small,1.3876,0.0578
001,2011-12-23,medium,1.1431,0.0476
001,2011-12-23,large,1.7809,0.0742
001,2011-12-24,small,7.2712,0.303
001,2011-12-24,medium,6.8926,0.2872
001,2011-12-24,large,8.7083,0.3628
001,2011-12-25,small,0.3378,0.0141
001,2011-12-25,medium,0.228,0.0095
001,2011-12-25,large,0.3646,0.0152
001,2011-12-26,small,0.4437,0.0185
001,2011-12-26,medium,0.313,0.013
001,2011-12-26,large,0.503,0.021
001,2011-12-27,small,0.719,0.03
001,2011-12-27,medium,0.5449,0.0227
001,2011-12-27,large,0.8739,0.0364
001,2011-12-28,small,0.5366,0.0224
001,2011-12-28,medium,0.3898,0.0162
001,2011-12-28,large,0.627,0.0261
001,2011-12-29,small,0.383,0.016
001,2011-12-29,medium,0.2639,0.011
001,2011-12-29,large,0.4231,0.0176
001,2011-12-30,small,0.4437,0.0185
001,2011-12-30,medium,0.313,0.013
001,2011-12-30,large,0.503,0.021
001,2011-12-31,small,0.6568,0.0274
001,2011-12-31,medium,0.4914,0.0205
001,2011-12-31,large,0.7893,0.0329
001,2012-01-01,small,0.7849,0.0327
001,2012-01-01,medium,0.602,0.0251
001,2012-01-01,large,0.9636,0.0402
001,2012-01-02,small,0.5366,0.0224
001,2012-01-02,medium,0.3898,0.0162
001,2012-01-02,large,0.627,0.0261
001,2012-01-03,small,2.8792,0.12
001,2012-01-03,medium,2.5526,0.1064
001,2012-01-03,large,3.7062,0.1544
001,2012-01-04,small,0.3235,0.0135
001,2012-01-04,medium,0.2168,0.009
001,2012-01-04,large,0.3463,0.0144
001,2012-01-05,small,0.4379,0.0182
001,2012-01-05,medium,0.3083,0.0128
001,2012-01-05,large,0.4953,0.0206
001,2012-01-06,small,0.383,0.016
001,2012-01-06,medium,0.2639,0.011
001,2012-01-06,large,0.4231,0.0176
001,2012-01-07,small,0.7597,0.0317
001,2012-01-07,medium,0.5801,0.0242
